,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
853,2019-05-04,3195,"MADRID, RETIRO",MADRID,667,"14,8","0,0","7,2",05:15,"22,3",14:15,04,"1,4","10,8",00:30,"938,3",24,"935,7",18,44,65,Varias,33,16:40
854,2019-05-05,3195,"MADRID, RETIRO",MADRID,667,"15,7","0,0","8,7",05:30,"22,7",16:00,10,"1,9","9,7",00:10,"940,0",12,"937,5",00,43,61,03:30,31,18:30
855,2019-05-06,3195,"MADRID, RETIRO",MADRID,667,"17,0","0,0","9,0",05:50,"25,0",14:00,26,"1,9","9,2",15:30,"941,6",09,"938,8",19,38,56,Varias,30,Varias
856,2019-05-07,3195,"MADRID, RETIRO",MADRID,667,"17,8","0,0","12,2",05:40,"23,4",15:30,26,"3,1","14,2",16:20,"940,5",12,"937,4",24,56,76,06:00,43,Varias
857,2019-05-08,3195,"MADRID, RETIRO",MADRID,667,"16,2","0,0","13,1",23:59,"19,3",16:00,23,"5,3","17,2",15:00,"936,6",00,"933,0",17,69,80,04:40,56,15:30
858,2019-05-09,3195,"MADRID, RETIRO",MADRID,667,"16,7","0,0","10,2",05:45,"23,2",14:30,26,"3,3","13,1",17:40,"938,1",10,"935,3",19,56,83,Varias,40,12:30
859,2019-05-10,3195,"MADRID, RETIRO",MADRID,667,"19,8","0,0","14,8",03:50,"24,7",13:00,26,"2,5","10,0",01:30,"940,7",24,"937,2",03,57,87,01:40,43,15:40
860,2019-05-11,3195,"MADRID, RETIRO",MADRID,667,"20,3","0,0","13,2",05:45,"27,4",15:45,06,"2,2","12,8",23:10,"944,5",23,"941,0",02,42,76,06:10,25,Varias
861,2019-05-12,3195,"MADRID, RETIRO",MADRID,667,"18,4","0,0","10,0",Varias,"26,9",14:40,06,"1,7","11,7",00:40,"948,5",Varias,"943,5",16,31,49,06:30,21,Varias
862,2019-05-13,3195,"MADRID, RETIRO",MADRID,667,"21,7","0,0","13,2",04:50,"30,2",14:40,05,"1,7","10,6",01:30,"944,1",00,"938,8",17,25,34,03:50,21,Varias
863,2019-05-14,3195,"MADRID, RETIRO",MADRID,667,"21,0","0,0","13,6",Varias,"28,5",14:30,12,"1,4","5,8",00:20,"942,4",08,"936,8",Varias,33,44,Varias,28,14:40
864,2019-05-15,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","14,5",06:30,"33,5",13:50,02,"1,1","8,6",17:10,"937,0",08,"933,0",18,34,57,06:50,22,14:10
865,2019-05-16,3195,"MADRID, RETIRO",MADRID,667,"20,5","0,1","11,0",22:45,"30,0",14:05,32,"2,8","16,7",21:30,"935,2",02,"927,1",18,48,71,22:40,25,00:00
866,2019-05-17,3195,"MADRID, RETIRO",MADRID,667,"14,4","0,0","10,1",05:30,"18,7",15:10,27,"3,3","14,4",02:20,"934,0",00,"930,0",Varias,54,66,00:30,42,15:40
867,2019-05-18,3195,"MADRID, RETIRO",MADRID,667,"13,4","0,0","8,0",05:50,"18,7",13:20,28,"2,2","9,2",05:10,"933,1",24,"932,1",04,45,59,Varias,37,Varias
868,2019-05-19,3195,"MADRID, RETIRO",MADRID,667,"15,2","0,0","10,0",04:50,"20,5",15:00,28,"1,4","7,2",18:00,"935,8",23,"933,4",20,44,65,04:50,33,Varias
869,2019-05-20,3195,"MADRID, RETIRO",MADRID,667,"15,7","0,0","9,7",05:20,"21,7",15:40,06,"1,9","7,5",06:00,"936,5",10,"934,9",18,45,66,05:30,33,Varias
870,2019-05-21,3195,"MADRID, RETIRO",MADRID,667,"19,6","0,0","13,5",05:30,"25,8",14:10,02,"2,5","8,6",23:30,"939,5",24,"935,5",01,42,56,Varias,33,15:30
871,2019-05-22,3195,"MADRID, RETIRO",MADRID,667,"20,7","0,0","13,2",05:00,"28,2",13:30,05,"1,1","7,8",00:00,"941,0",Varias,"938,5",18,42,57,06:30,32,15:20
872,2019-05-23,3195,"MADRID, RETIRO",MADRID,667,"21,6","0,0","15,0",05:50,"28,3",Varias,25,"2,5","10,8",14:50,"940,5",10,"936,7",18,42,59,05:40,32,15:30
873,2019-05-24,3195,"MADRID, RETIRO",MADRID,667,"19,4","0,0","13,2",23:59,"25,6",14:15,06,"4,4","13,3",08:00,"941,0",23,"936,2",01,51,68,05:50,35,16:00
874,2019-05-25,3195,"MADRID, RETIRO",MADRID,667,"18,7","0,0","12,1",05:20,"25,3",14:50,04,"3,6","11,4",22:40,"942,6",24,"940,2",Varias,48,66,05:40,37,Varias
875,2019-05-26,3195,"MADRID, RETIRO",MADRID,667,"19,2","0,0","10,8",05:30,"27,5",15:00,05,"1,7","10,3",01:20,"942,9",09,"938,0",17,47,69,05:50,34,Varias
876,2019-05-27,3195,"MADRID, RETIRO",MADRID,667,"21,7","0,0","14,2",05:10,"29,2",13:20,31,"1,4","11,4",15:50,"938,5",Varias,"934,9",18,46,64,04:50,36,Varias
877,2019-05-28,3195,"MADRID, RETIRO",MADRID,667,"20,2","0,0","13,4",06:10,"27,0",14:30,04,"2,5","13,3",18:20,"942,8",24,"937,0",00,42,66,04:20,29,15:00
878,2019-05-29,3195,"MADRID, RETIRO",MADRID,667,"18,8","0,0","11,0",Varias,"26,5",16:00,04,"2,2","10,8",21:30,"946,6",24,"943,4",19,43,59,05:40,35,16:30
879,2019-05-30,3195,"MADRID, RETIRO",MADRID,667,"22,2","0,0","14,0",05:00,"30,3",14:05,05,"1,7","8,1",00:50,"947,4",09,"943,8",18,38,56,05:00,28,17:30
880,2019-05-31,3195,"MADRID, RETIRO",MADRID,667,"24,5","0,0","17,0",05:30,"32,0",14:40,99,"1,7","7,2",Varias,"946,7",Varias,"942,2",18,35,47,06:30,27,17:30
881,2019-06-01,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","17,2",05:50,"33,1",14:10,16,"1,7","5,8",13:40,"945,0",Varias,"939,2",Varias,38,56,06:10,28,15:30
882,2019-06-02,3195,"MADRID, RETIRO",MADRID,667,"26,8","0,0","19,0",05:30,"34,5",14:30,25,"1,7","7,8",19:20,"943,2",09,"938,6",18,35,45,Varias,29,13:50
883,2019-06-03,3195,"MADRID, RETIRO",MADRID,667,"26,6","0,0","20,3",Varias,"32,8",13:45,22,"3,1","12,5",14:20,"940,9",09,"936,3",24,34,46,06:20,28,13:30
884,2019-06-04,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","18,9",05:10,"29,0",13:20,26,"3,9","12,2",14:40,"936,6",00,"932,0",Varias,50,66,06:10,35,00:00
885,2019-06-05,3195,"MADRID, RETIRO",MADRID,667,"17,4","0,0","12,7",06:00,"22,1",14:30,29,"3,9","13,6",06:30,"937,5",24,"931,7",04,46,62,05:30,37,Varias
886,2019-06-06,3195,"MADRID, RETIRO",MADRID,667,"17,5","2,0","11,0",05:00,"24,0",14:40,24,"3,1","12,8",15:30,"936,9",08,"931,4",19,41,62,23:59,31,14:00
887,2019-06-07,3195,"MADRID, RETIRO",MADRID,667,"15,5","0,0","9,0",05:35,"22,0",14:35,25,"1,9","13,6",01:40,"941,4",24,"931,8",00,41,91,03:20,30,Varias
888,2019-06-08,3195,"MADRID, RETIRO",MADRID,667,"21,0","0,0","12,8",05:30,"29,2",14:45,21,"3,1","10,8",15:00,"943,7",08,"938,6",17,32,55,23:59,23,17:30
889,2019-06-09,3195,"MADRID, RETIRO",MADRID,667,"21,0","0,0","14,2",04:50,"27,7",13:40,23,"2,5","10,6",11:20,"940,4",10,"936,9",17,38,70,05:30,25,13:10
890,2019-06-10,3195,"MADRID, RETIRO",MADRID,667,"20,6","0,0","14,7",03:40,"26,4",13:50,28,"1,9","8,9",16:20,"939,9",Varias,"935,6",18,42,62,06:00,30,19:10
891,2019-06-11,3195,"MADRID, RETIRO",MADRID,667,"17,5","0,0","14,0",23:59,"21,0",14:20,04,"3,6","11,9",10:20,"937,0",18,"934,0",04,41,53,07:30,28,Varias
892,2019-06-12,3195,"MADRID, RETIRO",MADRID,667,"17,7","0,0","10,0",05:30,"25,4",14:30,24,"1,7","8,1",14:00,"937,0",09,"932,1",19,38,56,05:50,26,Varias
893,2019-06-13,3195,"MADRID, RETIRO",MADRID,667,"21,4","0,0","14,4",04:20,"28,5",14:10,25,"2,5","8,6",18:40,"935,4",09,"931,5",17,43,75,05:20,29,Varias
894,2019-06-14,3195,"MADRID, RETIRO",MADRID,667,"20,2","0,0","14,9",04:40,"25,5",14:00,23,"3,9","12,8",11:00,"939,3",24,"933,0",03,40,56,06:50,33,Varias
895,2019-06-15,3195,"MADRID, RETIRO",MADRID,667,"18,8","0,0","12,0",05:10,"25,7",14:20,26,"1,1","6,1",15:30,"942,2",Varias,"939,4",00,43,63,06:30,33,Varias
896,2019-06-16,3195,"MADRID, RETIRO",MADRID,667,"21,6","0,0","14,5",05:10,"28,6",14:20,06,"1,1","7,8",03:00,"942,4",09,"939,0",Varias,39,56,04:50,30,17:50
897,2019-06-17,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","16,0",05:30,"32,0",13:50,19,"1,7","8,6",15:30,"941,0",08,"936,4",18,37,61,03:30,27,13:40
898,2019-06-18,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","19,2",05:15,"31,3",14:15,26,"3,6","11,9",17:40,"938,3",Varias,"936,1",17,32,53,23:30,25,Varias
899,2019-06-19,3195,"MADRID, RETIRO",MADRID,667,"22,5","0,0","18,0",04:40,"27,0",13:40,21,"3,1","11,4",11:10,"938,8",12,"937,0",18,51,67,04:00,43,15:30
900,2019-06-20,3195,"MADRID, RETIRO",MADRID,667,"23,0","0,0","17,5",05:30,"28,5",14:00,26,"2,5","9,4",16:40,"938,2",08,"935,0",Varias,48,62,02:20,39,14:10
901,2019-06-21,3195,"MADRID, RETIRO",MADRID,667,"23,6","0,0","17,7",04:30,"29,6",14:40,03,"1,4","9,7",21:40,"939,0",23,"936,0",00,46,65,06:20,35,14:50
902,2019-06-22,3195,"MADRID, RETIRO",MADRID,667,"24,1","0,0","16,8",04:50,"31,4",15:20,05,"3,1","9,2",00:20,"940,8",09,"935,0",18,44,61,05:30,33,15:40
903,2019-06-23,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","18,5",05:05,"33,4",13:45,24,"1,4","8,1",13:30,"938,7",11,"934,7",19,41,63,Varias,30,13:50
904,2019-06-24,3195,"MADRID, RETIRO",MADRID,667,"26,6","0,0","21,3",05:50,"32,0",13:05,18,"2,2","8,9",01:20,"938,3",23,"935,4",17,41,54,23:59,38,Varias
905,2019-06-25,3195,"MADRID, RETIRO",MADRID,667,"26,8","0,0","19,3",05:40,"34,2",14:00,14,"1,9","9,4",16:30,"940,6",Varias,"936,8",18,45,70,05:30,32,17:30
906,2019-06-26,3195,"MADRID, RETIRO",MADRID,667,"29,0","0,0","22,5",05:40,"35,5",14:50,14,"1,9","11,7",21:40,"940,9",10,"938,1",Varias,47,68,05:50,35,Varias
907,2019-06-27,3195,"MADRID, RETIRO",MADRID,667,"30,6","0,0","22,7",04:20,"38,5",15:50,13,"4,2","14,4",16:40,"941,6",11,"937,8",18,38,53,02:30,29,16:30
908,2019-06-28,3195,"MADRID, RETIRO",MADRID,667,"32,4","0,0","24,0",06:00,"40,7",14:30,16,"3,6","10,6",18:10,"942,9",07,"938,0",Varias,33,49,Varias,24,Varias
909,2019-06-29,3195,"MADRID, RETIRO",MADRID,667,"32,2","0,0","24,5",05:50,"40,0",14:50,14,"1,9","7,8",23:59,"940,5",Varias,"936,8",Varias,31,38,04:30,25,19:00
910,2019-06-30,3195,"MADRID, RETIRO",MADRID,667,"31,8","0,0","25,0",05:40,"38,5",14:00,14,"1,7","7,8",00:00,"941,5",Varias,"938,7",19,33,37,22:30,28,00:00
911,2019-07-01,3195,"MADRID, RETIRO",MADRID,667,"30,0","0,0","23,8",05:15,"36,3",14:10,06,"1,9","12,8",20:10,"940,6",Varias,"937,0",Varias,31,,,,
912,2019-07-02,3195,"MADRID, RETIRO",MADRID,667,"29,2","1,6","23,0",Varias,"35,5",14:40,09,"0,6","10,0",22:20,"940,5",08,"935,0",Varias,33,54,22:30,21,18:00
913,2019-07-03,3195,"MADRID, RETIRO",MADRID,667,"28,6","0,0","22,0",05:00,"35,2",13:50,13,"2,5","12,8",21:50,"938,7",10,"935,1",17,,,,,
914,2019-07-04,3195,"MADRID, RETIRO",MADRID,667,"28,2","0,0","23,1",05:30,"33,2",16:00,15,"2,5","10,8",22:20,"940,0",24,"936,0",00,27,36,Varias,22,17:30
915,2019-07-05,3195,"MADRID, RETIRO",MADRID,667,"27,6","0,0","21,6",05:30,"33,7",14:20,23,"1,9","9,2",16:00,"941,5",08,"938,0",18,28,39,06:20,21,17:40
916,2019-07-06,3195,"MADRID, RETIRO",MADRID,667,"27,3","0,0","19,7",05:10,"34,9",14:05,26,"2,2","11,4",14:40,"940,7",01,"936,1",Varias,23,37,05:20,17,17:20
917,2019-07-07,3195,"MADRID, RETIRO",MADRID,667,"27,0","0,0","19,5",06:00,"34,5",14:00,22,"0,8","7,8",14:40,"939,0",Varias,"933,5",Varias,26,36,05:50,21,13:30
918,2019-07-08,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","19,5",05:50,"30,8",13:20,29,"2,2","13,1",20:10,"937,7",23,"933,0",17,31,42,06:10,25,13:40
919,2019-07-09,3195,"MADRID, RETIRO",MADRID,667,"23,8","0,0","17,5",05:20,"30,1",13:30,07,"1,4","9,7",18:10,"940,2",22,"936,0",03,36,51,05:40,27,Varias
920,2019-07-10,3195,"MADRID, RETIRO",MADRID,667,"25,6","0,0","18,2",Varias,"33,1",14:45,05,"0,8","8,3",01:20,"940,9",Varias,"937,2",19,32,46,05:30,24,Varias
921,2019-07-11,3195,"MADRID, RETIRO",MADRID,667,"28,9","0,0","20,8",05:00,"37,0",14:20,22,"1,7","6,1",13:40,"940,2",Varias,"937,3",18,26,39,06:10,18,16:30
922,2019-07-12,3195,"MADRID, RETIRO",MADRID,667,"31,5","0,0","24,2",03:50,"38,8",15:20,22,"1,7","7,5",15:40,"940,5",Varias,"938,0",Varias,25,31,06:30,18,15:20
923,2019-07-13,3195,"MADRID, RETIRO",MADRID,667,"29,6","0,0","24,1",23:50,"35,0",12:20,27,"3,3","12,5",21:40,"939,8",10,"934,0",18,27,38,23:40,22,18:10
924,2019-07-14,3195,"MADRID, RETIRO",MADRID,667,"27,4","0,0","21,6",05:00,"33,1",14:50,05,"0,6","7,8",23:00,"937,6",21,"935,8",04,36,50,06:00,26,Varias
925,2019-07-15,3195,"MADRID, RETIRO",MADRID,667,"28,0","0,0","20,4",05:50,"35,6",14:10,30,"2,2","10,0",15:30,"938,5",08,"935,7",17,28,40,05:00,19,17:30
926,2019-07-16,3195,"MADRID, RETIRO",MADRID,667,"29,4","0,0","22,0",05:50,"36,8",13:40,22,"2,2","8,1",14:40,"939,4",07,"934,7",19,28,35,05:30,22,Varias
927,2019-07-17,3195,"MADRID, RETIRO",MADRID,667,"28,4","0,0","22,6",04:40,"34,2",13:10,99,"1,7","6,1",Varias,"938,2",Varias,"930,0",00,29,40,04:00,22,Varias
928,2019-07-18,3195,"MADRID, RETIRO",MADRID,667,"28,6","0,0","21,5",05:50,"35,7",14:20,04,"0,3","9,7",22:20,"939,9",10,"936,5",17,33,47,Varias,23,14:10
929,2019-07-19,3195,"MADRID, RETIRO",MADRID,667,"30,1","0,0","23,1",05:20,"37,1",14:30,05,"1,9","9,2",00:20,"940,1",08,"935,6",18,29,37,06:30,21,15:30
930,2019-07-20,3195,"MADRID, RETIRO",MADRID,667,"30,8","0,0","24,4",05:10,"37,3",14:20,18,"1,4","8,6",23:30,"939,4",24,"936,3",02,29,47,07:30,23,Varias
931,2019-07-21,3195,"MADRID, RETIRO",MADRID,667,"30,9","6,2","23,8",19:10,"38,0",14:00,28,"1,9","13,3",19:00,"944,9",24,"940,3",Varias,28,70,20:00,22,Varias
932,2019-07-22,3195,"MADRID, RETIRO",MADRID,667,"30,4","0,0","23,7",03:20,"37,2",13:40,16,"2,8","10,6",20:10,"945,2",Varias,"940,0",19,24,38,03:50,17,Varias
933,2019-07-23,3195,"MADRID, RETIRO",MADRID,667,"30,8","0,8","23,7",18:20,"38,0",14:10,23,"3,1","14,4",18:00,"943,3",05,"935,0",17,27,55,18:20,17,13:40
934,2019-07-24,3195,"MADRID, RETIRO",MADRID,667,"30,2","0,0","22,8",04:10,"37,5",14:10,24,"1,7","8,1",16:10,"941,0",00,"936,3",18,28,44,04:00,20,15:40
935,2019-07-25,3195,"MADRID, RETIRO",MADRID,667,"30,4","0,0","24,4",Varias,"36,3",13:50,25,"2,8","11,4",15:50,"938,9",Varias,"935,8",19,27,34,Varias,21,14:00
936,2019-07-26,3195,"MADRID, RETIRO",MADRID,667,"26,9","0,0","21,8",Varias,"32,0",Varias,22,"3,1","10,8",12:20,"936,5",00,"933,0",24,33,49,06:50,21,14:10
937,2019-07-27,3195,"MADRID, RETIRO",MADRID,667,"23,0","0,0","19,0",05:50,"27,0",11:40,32,"2,8","11,9",16:10,"935,9",23,"932,5",15,37,46,23:59,29,00:00
938,2019-07-28,3195,"MADRID, RETIRO",MADRID,667,"23,1","0,0","16,2",06:10,"30,0",13:45,02,"1,7","8,3",02:10,"937,4",08,"933,6",18,38,52,06:30,29,13:40
939,2019-07-29,3195,"MADRID, RETIRO",MADRID,667,"26,5","0,0","19,7",04:50,"33,3",14:10,26,"2,5","11,9",17:00,"937,6",24,"934,3",17,29,38,03:00,19,14:10
940,2019-07-30,3195,"MADRID, RETIRO",MADRID,667,"24,4","0,0","17,4",04:20,"31,5",14:10,04,"0,8","13,3",23:59,"943,7",09,"937,3",02,28,41,04:40,21,17:30
941,2019-07-31,3195,"MADRID, RETIRO",MADRID,667,"26,1","0,0","18,4",04:25,"33,8",13:40,04,"2,2","13,3",00:00,"940,3",Varias,"935,0",18,34,46,23:30,27,Varias
942,2019-08-01,3195,"MADRID, RETIRO",MADRID,667,"27,4","0,0","20,5",05:50,"34,3",14:00,27,"2,5","10,0",13:30,"937,9",24,"935,0",17,34,52,06:30,21,17:20
943,2019-08-02,3195,"MADRID, RETIRO",MADRID,667,"29,0","0,0","22,4",05:30,"35,6",13:20,06,"1,9","8,3",04:20,"939,8",10,"937,3",18,30,48,06:10,18,17:30
944,2019-08-03,3195,"MADRID, RETIRO",MADRID,667,"29,1","0,0","22,2",05:30,"36,0",14:20,25,"2,2","10,6",15:30,"939,8",Varias,"936,0",19,27,45,05:50,17,Varias
945,2019-08-04,3195,"MADRID, RETIRO",MADRID,667,"28,6","0,0","21,3",05:50,"36,0",14:10,24,"1,9","8,9",16:00,"939,9",10,"936,4",Varias,26,35,Varias,20,13:40
946,2019-08-05,3195,"MADRID, RETIRO",MADRID,667,"28,9","0,0","21,5",06:30,"36,3",14:10,26,"1,7","8,9",14:30,"939,9",10,"936,1",17,28,40,06:50,21,13:50
947,2019-08-06,3195,"MADRID, RETIRO",MADRID,667,"28,2","0,0","21,1",06:20,"35,4",13:40,23,"1,7","10,0",13:40,"938,5",Varias,"934,5",Varias,27,38,06:20,19,13:50
948,2019-08-07,3195,"MADRID, RETIRO",MADRID,667,"24,2","0,0","21,5",23:40,"26,9",16:20,26,"2,2","8,1",18:10,"939,2",24,"934,2",03,41,46,Varias,28,00:00
949,2019-08-08,3195,"MADRID, RETIRO",MADRID,667,"26,5","0,0","19,5",05:50,"33,5",13:50,26,"2,5","11,4",15:00,"939,9",09,"937,0",18,42,57,06:30,31,16:40
950,2019-08-09,3195,"MADRID, RETIRO",MADRID,667,"26,6","0,0","21,8",23:59,"31,4",14:05,23,"4,7","15,3",16:00,"941,5",22,"937,8",00,48,61,23:50,38,00:00
951,2019-08-10,3195,"MADRID, RETIRO",MADRID,667,"25,3","0,0","19,0",04:50,"31,6",14:10,22,"1,9","10,0",15:10,"943,4",10,"939,1",24,38,64,01:10,25,15:30
952,2019-08-11,3195,"MADRID, RETIRO",MADRID,667,"24,8","0,0","20,0",04:00,"29,6",13:10,24,"2,8","11,4",13:00,"941,5",24,"938,3",Varias,34,45,06:30,25,Varias
953,2019-08-12,3195,"MADRID, RETIRO",MADRID,667,"21,4","0,0","15,5",05:50,"27,4",15:00,05,"2,2","11,7",22:40,"943,7",24,"940,1",01,32,47,05:30,23,15:30
954,2019-08-13,3195,"MADRID, RETIRO",MADRID,667,"22,5","0,0","15,7",05:40,"29,3",13:50,03,"2,2","11,4",00:20,"943,8",10,"940,6",17,34,46,05:30,24,18:10
955,2019-08-14,3195,"MADRID, RETIRO",MADRID,667,"25,4","0,0","18,0",05:05,"32,7",14:20,04,"1,1","7,5",00:20,"945,1",10,"940,6",17,29,42,08:40,23,15:50
956,2019-08-15,3195,"MADRID, RETIRO",MADRID,667,"28,0","0,0","20,5",04:30,"35,6",14:15,05,"1,7","10,3",22:10,"943,5",09,"939,9",18,29,38,04:40,25,Varias
957,2019-08-16,3195,"MADRID, RETIRO",MADRID,667,"29,0","0,0","22,1",05:50,"36,0",13:50,04,"2,2","9,2",00:30,"942,7",09,"938,1",18,32,45,06:20,24,16:30
958,2019-08-17,3195,"MADRID, RETIRO",MADRID,667,"29,7","0,0","22,2",06:10,"37,2",14:00,23,"2,2","9,7",13:10,"940,5",09,"936,3",Varias,28,41,Varias,21,14:00
959,2019-08-18,3195,"MADRID, RETIRO",MADRID,667,"27,8","0,0","20,6",06:05,"35,0",12:50,24,"2,8","12,5",16:00,"938,5",09,"935,7",04,24,42,23:40,18,Varias
960,2019-08-19,3195,"MADRID, RETIRO",MADRID,667,"27,4","0,4","21,4",Varias,"33,4",13:20,05,"2,2","10,8",22:30,"938,8",Varias,"937,2",18,37,49,06:50,28,18:40
961,2019-08-20,3195,"MADRID, RETIRO",MADRID,667,"25,1","0,1","20,2",01:30,"30,0",14:10,03,"3,1","9,4",00:20,"943,8",24,"937,6",01,44,64,02:20,32,16:30
962,2019-08-21,3195,"MADRID, RETIRO",MADRID,667,"24,0","16,2","17,7",23:30,"30,2",14:20,08,"0,8","13,6",20:40,"944,3",Varias,"941,1",Varias,47,88,23:30,38,16:00
963,2019-08-22,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","17,0",02:10,"31,0",14:10,12,"1,7","6,4",22:40,"945,3",09,"941,3",22,32,88,00:00,14,Varias
964,2019-08-23,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","20,0",06:20,"32,3",14:20,10,"0,8","5,3",00:00,"945,3",10,"941,0",18,26,42,03:50,19,16:30
965,2019-08-24,3195,"MADRID, RETIRO",MADRID,667,"27,0","0,0","20,5",06:05,"33,6",14:10,13,"1,4","6,7",23:10,"943,7",10,"940,0",18,25,38,Varias,17,15:30
966,2019-08-25,3195,"MADRID, RETIRO",MADRID,667,"27,8","4,2","21,6",06:30,"34,0",14:15,12,"2,8","9,7",22:30,"942,1",09,"937,3",19,28,43,05:00,19,Varias
967,2019-08-26,3195,"MADRID, RETIRO",MADRID,667,"20,9","26,9","15,4",23:59,"26,4",13:40,12,"1,7","10,3",16:50,"941,0",23,"936,1",Varias,68,91,Varias,32,00:00
968,2019-08-27,3195,"MADRID, RETIRO",MADRID,667,"20,6","0,0","15,0",01:10,"26,2",14:05,07,"0,8","6,1",04:50,"941,1",Varias,"939,3",02,52,90,00:40,32,15:30
969,2019-08-28,3195,"MADRID, RETIRO",MADRID,667,"24,3","0,0","18,4",Varias,"30,2",14:15,99,"1,7","4,7",Varias,"942,3",12,"940,1",18,38,63,06:00,23,14:30
970,2019-08-29,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","20,0",05:30,"32,5",14:10,05,"0,8","6,7",23:10,"944,8",10,"942,0",01,32,47,05:20,23,15:00
971,2019-08-30,3195,"MADRID, RETIRO",MADRID,667,"27,1","10,6","20,0",23:40,"34,2",14:15,24,"1,9","13,1",17:20,"945,0",11,"941,5",17,45,86,19:00,22,Varias
972,2019-08-31,3195,"MADRID, RETIRO",MADRID,667,"25,0","0,0","18,0",05:50,"32,0",14:10,13,"0,6","5,3",14:20,"943,2",00,"939,4",Varias,38,77,00:20,22,Varias
973,2019-09-01,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","20,5",02:50,"31,9",13:10,07,"1,9","13,9",23:50,"939,5",24,"937,1",16,35,51,Varias,26,13:10
974,2019-09-02,3195,"MADRID, RETIRO",MADRID,667,"24,4","0,0","18,2",06:00,"30,6",14:10,04,"3,1","12,2",01:00,"942,8",10,"940,5",18,40,54,Varias,32,17:30
975,2019-09-03,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","18,8",06:00,"31,5",13:50,05,"1,7","7,5",02:20,"945,0",11,"941,0",18,35,44,09:20,25,Varias
976,2019-09-04,3195,"MADRID, RETIRO",MADRID,667,"26,1","0,0","19,5",06:05,"32,7",14:05,03,"1,1","11,1",21:40,"943,9",08,"939,1",18,28,43,09:40,22,Varias
977,2019-09-05,3195,"MADRID, RETIRO",MADRID,667,"21,6","0,0","15,5",23:50,"27,7",13:30,05,"3,3","15,6",07:40,"944,7",10,"941,7",02,32,44,07:30,24,15:20
978,2019-09-06,3195,"MADRID, RETIRO",MADRID,667,"19,2","0,0","12,4",05:50,"26,0",14:00,04,"2,2","12,2",08:10,"944,8",Varias,"941,0",Varias,31,46,Varias,21,Varias
979,2019-09-07,3195,"MADRID, RETIRO",MADRID,667,"20,8","0,0","14,0",04:20,"27,5",13:30,05,"1,7","11,4",03:20,"943,8",Varias,"939,9",Varias,35,42,11:30,27,Varias
980,2019-09-08,3195,"MADRID, RETIRO",MADRID,667,"22,8","0,0","16,8",05:40,"28,7",14:10,03,"1,9","8,6",00:40,"942,4",08,"938,8",Varias,35,42,10:00,29,00:00
981,2019-09-09,3195,"MADRID, RETIRO",MADRID,667,"23,2","0,0","16,5",05:50,"29,8",14:00,27,"3,1","11,9",18:10,"941,2",Varias,"936,6",Varias,27,46,05:20,18,14:00
982,2019-09-10,3195,"MADRID, RETIRO",MADRID,667,"18,1","0,0","14,2",07:40,"22,0",12:30,03,"3,3","13,9",16:10,"942,4",23,"935,9",03,37,46,05:00,28,12:30
983,2019-09-11,3195,"MADRID, RETIRO",MADRID,667,"20,2","0,0","14,4",02:50,"26,0",13:20,04,"4,2","15,8",08:40,"948,0",24,"940,5",00,35,46,06:30,29,Varias
984,2019-09-12,3195,"MADRID, RETIRO",MADRID,667,"22,1","0,0","15,8",03:50,"28,4",14:10,02,"3,3","12,8",08:50,"949,3",10,"946,7",04,37,45,03:40,32,Varias
985,2019-09-13,3195,"MADRID, RETIRO",MADRID,667,"17,7","6,8","14,7",Varias,"20,7",Varias,04,"3,3","11,7",08:50,"950,0",Varias,"947,0",18,63,87,13:50,38,11:10
986,2019-09-14,3195,"MADRID, RETIRO",MADRID,667,"18,0","13,7","15,6",18:50,"20,5",10:10,15,"2,8","8,6",11:20,"947,3",12,"944,5",24,79,90,Varias,48,10:20
987,2019-09-15,3195,"MADRID, RETIRO",MADRID,667,"18,8","1,7","15,5",Varias,"22,0",16:10,09,"2,2","7,2",17:10,"944,8",00,"942,9",Varias,73,89,05:10,64,Varias
988,2019-09-16,3195,"MADRID, RETIRO",MADRID,667,"21,0","0,0","16,6",06:50,"25,3",13:50,33,"0,8","9,2",16:20,"943,7",11,"941,0",Varias,62,86,06:50,42,15:30
989,2019-09-17,3195,"MADRID, RETIRO",MADRID,667,"22,7","0,0","17,0",06:00,"28,4",13:40,25,"1,7","11,4",18:10,"942,3",00,"938,5",15,47,77,00:30,29,13:40
